OrderDetailID,OrderID,ProductID,Quantity,UnitPrice,Discount
72,25756,24,9,2342.8,10
73,2870,806,6,2790.5,20
74,48522,125,1,2877.72,0
75,38267,858,2,2128.18,20
76,14409,122,3,946.38,20
77,25419,475,7,396.46,20
78,4712,770,3,1719.91,10
79,32663,360,5,450.27,0
80,26876,136,1,996.09,0
81,26254,735,4,2122.06,0
82,27968,340,5,1487.65,15
83,9720,138,5,789.33,10
84,2049,328,1,1056.85,10
85,26872,680,1,172.68,20
86,3167,871,3,193.48,5
87,41257,367,2,24.83,0
88,6559,169,4,1651.73,0
89,35809,848,1,1236.89,15
90,43906,687,2,1165.53,10
91,27267,582,9,2980.71,15
92,35541,90,4,1621.03,20
93,46841,969,7,2243.46,5
94,20691,646,3,2767.3,20
95,10028,566,4,1126.26,20
96,48044,669,8,1094.65,20
97,37460,414,10,2538.47,15
98,10251,675,8,267.83,0
99,9130,755,10,159.23,5
100,6689,83,7,2125.91,10
101,46116,708,8,2180.04,0
102,39654,908,7,2596.1,20
103,3611,920,4,2079.94,20
104,14785,150,9,810.11,5
105,19007,417,3,1428.52,20
106,8190,999,8,2854.19,15
107,10908,455,2,2285.52,15
108,18539,995,1,2500.05,0
109,25421,532,1,2580.41,0
110,43198,805,4,2052.71,10
111,1041,827,8,107.11,5
112,31526,722,1,137.16,0
113,27697,498,2,395.15,0
114,3162,758,8,678.73,0
115,43231,807,10,1386.63,0
116,20276,205,9,282.09,20
117,46536,166,9,247.97,0
118,38342,867,5,2049.12,20
119,6364,912,3,2052.93,15
120,11721,762,8,550.71,0
121,37581,359,8,1158.5,20
122,35258,449,4,1215.83,0
123,25616,649,6,2955.08,0
124,20482,295,4,1829.31,15
125,18352,838,2,457.18,0
126,7557,375,8,2537.95,20
127,37690,258,4,672.06,10
128,38053,246,9,936.72,15
129,27079,295,7,1829.31,0
130,48949,131,5,2165.87,10
131,29704,56,4,981.56,20
132,40532,329,5,1326.22,20
133,43126,191,4,2913.95,10
134,9874,175,2,540.71,5
135,8627,72,9,1946.09,0
136,49283,615,7,2013.86,15
137,682,615,9,2013.86,5
138,47123,521,4,845.99,5
139,36165,203,4,2549.95,0
140,34761,703,6,1789.62,0
141,3878,53,5,2554.82,10
142,13909,654,6,2872.59,0
143,21703,379,10,118.91,0
144,27124,269,6,2742.27,5
145,3233,974,3,2877.48,10
146,8098,795,1,1396.94,10
147,21174,551,3,133.07,0
148,16031,881,1,1927.21,5
149,41342,136,1,996.09,0
150,42101,154,6,1937.18,20
151,31224,232,3,2916.72,10
152,7731,169,6,1651.73,20
153,28069,158,10,753.09,10
154,43034,407,1,2035.44,0
155,34107,425,1,1439.55,0
156,10599,564,2,2879.09,5
157,642,620,5,942.96,0
158,44995,581,10,1981.39,0
159,26037,725,10,1426.37,0
160,17827,578,10,2522.15,15
161,23119,92,7,2354.66,0
162,38285,605,1,464.54,20
163,13286,382,8,1684.79,15
164,11926,576,9,1456.69,0
165,20191,19,7,953.32,20
166,4939,618,2,949.91,5
167,35689,519,4,2438.05,5
168,18312,602,8,1260.53,15
169,23165,340,1,1487.65,5
170,17531,660,7,1998.07,0
171,49101,899,9,1128.4,5
172,21824,485,9,2858.36,0
173,16483,405,6,2575.97,15
174,20665,129,9,1727.45,5
175,6105,827,1,107.11,0
176,13389,272,6,1963.58,15
177,45346,50,1,2254.21,0
178,2355,309,6,2579.25,10
179,24653,110,6,1746.58,0
180,30546,653,7,1886.99,0
181,10614,892,9,1853.82,10
182,28362,153,5,1962.19,20
183,14501,332,2,347.33,5
184,9466,631,5,70.43,5
185,28890,177,3,1463.97,20
186,4715,380,7,703.81,0
187,26709,955,6,1451.41,0
188,22154,884,6,2013.47,0
189,39261,33,7,189.5,15
190,17690,528,2,1625.43,0
191,37463,651,7,1093.38,5
192,21106,282,7,2673.78,0
193,32892,688,10,483.51,5
194,28686,522,4,2598.08,0
195,15731,529,5,740.35,20
196,2159,876,10,2185.01,0
197,21281,196,7,213.79,0
198,21080,898,3,2706.06,5
199,29465,187,8,1612.84,10
200,25519,335,9,2999.57,10
201,21995,998,5,623.39,5
202,21737,568,8,805.04,20
203,49392,217,1,528.09,10
204,46309,540,10,348.02,0
205,7120,235,8,1535.8,0
206,29035,773,5,201.15,15
207,48854,523,7,1417.05,5
208,42394,127,6,2271.6,5
209,9203,766,4,338.78,15
210,14179,749,5,384.06,5
211,16882,18,10,2663.78,5
212,5182,866,3,2379.57,0
213,11805,273,7,1582.49,0
214,29679,191,7,2913.95,5
215,4858,179,1,519.63,5
216,5434,362,5,1548.71,0
217,3715,768,6,2915.27,5
218,21209,161,9,229.02,0
219,5557,738,10,2596.12,15
220,42147,557,8,2799.14,10
221,18333,752,4,1950.81,10
222,9976,209,4,1800.95,20
223,480,864,2,2642.75,0
224,42285,853,6,2435.18,10
225,46077,468,5,1290.21,0
226,38310,255,8,2696.87,20
227,8034,242,2,1001.23,20
228,29589,934,8,407.57,15
229,10322,499,2,1249.52,10
230,48891,306,6,1226.65,0
231,13815,86,1,100.94,20
232,8203,214,7,1916.62,5
233,34965,986,2,1042.91,10
234,13765,470,2,818.32,0
235,34798,39,10,1797.21,20
236,46813,954,5,1920.43,0
237,22180,749,8,384.06,0
238,48274,98,9,2439.57,10
239,11443,447,1,2853.85,0
240,9362,683,8,2847.09,0
241,16897,546,8,2624.52,15
242,22174,327,4,589.07,20
243,17767,602,6,1260.53,10
244,6300,243,7,2396.96,5
245,39585,328,4,1056.85,0
246,42552,639,1,829.44,15
247,2314,331,7,2833.59,15
248,31461,539,3,1841.5,5
249,13826,81,2,1261.25,20
250,8907,16,2,538.87,0
251,3275,332,4,347.33,10
252,27512,485,5,2858.36,15
253,28283,32,1,1441.65,0
254,40246,514,1,221.31,15
255,47183,833,2,534.48,5
256,20866,2,8,1874.2,20
257,47485,318,7,1219.31,15
258,33009,949,1,1644.52,15
259,31201,792,5,112.36,15
260,44986,516,9,794.23,0
261,39022,420,8,1026.8,15
262,34060,841,3,2250.82,0
263,573,639,10,829.44,0
264,34472,164,6,278.56,5
265,31322,397,10,2427.92,20
266,24559,684,10,2179.43,15
267,34510,666,1,580.17,15
268,23996,523,6,1417.05,0
269,42801,872,7,2201.39,0
270,27899,305,10,2493.6,0
271,38153,930,1,738.99,15
272,40943,782,5,2585.13,15
273,31433,322,4,2991.33,10
274,10908,278,3,234.53,20
275,15301,490,8,1440.13,20
276,32161,927,9,2898.94,0
277,48385,851,6,1393.88,20
278,17070,772,6,2334.23,15
279,39950,468,7,1290.21,10
280,16241,595,9,1365.79,5
281,17830,192,6,2521.72,0
282,6070,527,9,474.53,0
283,41587,951,1,2172.68,0
284,19382,143,9,2032.1,0
285,28254,897,2,965.67,0
286,272,618,5,949.91,0
287,3480,308,7,347.17,0
288,30666,213,7,2687.61,0
289,31455,475,4,396.46,15
290,39656,455,6,2285.52,5
291,3886,301,1,2695.71,0
292,1250,331,1,2833.59,20
293,28360,932,3,1619.95,5
294,42795,444,7,2912.46,0
295,859,948,2,1578.4,5
296,48203,570,9,2293.33,10
297,30651,864,7,2642.75,5
298,23245,88,3,740.75,0
299,44327,17,10,695.76,15
300,12409,786,5,1755.53,20
301,41571,747,3,38.09,0
302,4428,821,4,760.03,5
303,6090,274,9,2321.43,0
304,9719,525,2,78.69,5
305,8949,780,2,1572.19,0
306,1606,375,1,2537.95,10
307,14848,248,1,1007.52,0
308,21390,688,5,483.51,10
309,28559,205,6,282.09,0
310,30387,929,4,1148.73,15
311,45353,14,8,1492.83,0
312,48313,268,2,1332.99,0
313,27849,845,7,2880.76,0
314,43005,805,9,2052.71,0
315,20472,697,9,1255.13,10
316,29303,349,7,441.64,20
317,35974,982,9,1385.98,0
318,4675,976,1,2833.28,10
319,28029,743,3,1403.64,0
320,32461,223,4,2740.35,20
321,28597,976,4,2833.28,0
322,29458,232,8,2916.72,0
323,5002,291,6,563.53,0
324,43177,676,10,1389.83,0
325,40372,257,10,1517.1,20
326,26525,177,2,1463.97,0
327,31399,825,9,711.62,0
328,25420,590,1,2971.3,5
329,17472,322,8,2991.33,0
330,37990,143,7,2032.1,5
331,10645,954,1,1920.43,5
332,12384,866,3,2379.57,15
333,19936,977,7,106.23,0
334,17303,110,6,1746.58,5
335,45090,375,2,2537.95,5
336,46724,462,7,972.22,10
337,9707,668,4,66.42,0
338,3285,434,8,854.17,0
339,31362,70,5,1445.09,0
340,30850,473,3,102.57,0
341,27994,784,9,2096.1,0
342,155,576,5,1456.69,10
343,19855,927,6,2898.94,20
344,24404,84,7,2495.84,15
345,30145,343,4,1570.08,15
346,226,696,5,2540.07,0
347,15664,870,10,1412.67,0
348,36049,642,6,953.33,0
349,11308,760,9,2674.86,20
350,46952,424,6,221.68,0
351,34913,222,9,2116.31,0
352,47958,567,3,629.17,5
353,38529,355,5,1365.48,15
354,30253,339,7,241.74,0
355,31330,390,10,592.53,0
356,40561,576,9,1456.69,0
357,44662,343,9,1570.08,5
358,36220,96,1,1125.36,15
359,13356,104,10,993.74,15
360,34902,696,4,2540.07,5
361,13025,436,10,2046.55,0
362,45630,155,9,2393.0,0
363,19163,571,5,1304.7,0
364,34994,236,4,1288.19,20
365,38432,361,8,318.8,5
366,37002,935,4,1642.7,5
367,17779,603,6,2490.8,10
368,26623,63,4,1991.2,20
369,37417,593,8,185.95,0
370,42276,745,8,1233.51,5
371,37756,757,3,1347.06,15
372,2805,590,7,2971.3,0
373,16572,452,5,769.76,0
374,42116,884,8,2013.47,20
375,10067,38,2,1231.02,0
376,23126,227,7,2125.36,0
377,1728,70,1,1445.09,0
378,38232,338,7,2406.52,20
379,10275,541,7,1498.61,15
380,31736,452,2,769.76,0
381,19719,611,2,1373.52,0
382,33062,415,6,2675.18,5
383,44788,674,8,2007.09,0
384,34418,374,4,682.66,0
385,5106,227,8,2125.36,5
386,11450,166,7,247.97,0
387,346,200,10,536.7,20
388,15398,263,1,2123.15,5
389,14174,498,4,395.15,15
390,22423,521,4,845.99,10
391,41184,689,6,1830.5,0
392,46989,857,5,1547.7,0
393,27715,942,3,832.08,0
394,20869,930,2,738.99,0
395,36053,842,1,1868.92,5
396,35810,152,6,908.18,0
397,46030,144,5,1623.78,15
398,33083,417,3,1428.52,20
399,48991,248,6,1007.52,10
400,14407,991,10,2222.42,0
401,34080,839,6,273.42,15
402,12968,331,8,2833.59,0
403,19349,23,1,2076.48,10
404,24899,301,8,2695.71,0
405,15143,719,5,1205.81,0
406,29439,116,4,1278.68,5
407,29809,896,4,1682.37,0
408,49768,379,2,118.91,20
409,14553,869,6,1467.98,0
410,35813,896,7,1682.37,20
411,16613,828,7,1705.38,15
412,23703,442,8,2354.24,15
413,32450,582,4,2980.71,15
414,34143,459,7,1095.34,0
415,21333,996,1,463.83,5
416,2353,447,2,2853.85,20
417,14739,853,8,2435.18,10
418,20231,866,3,2379.57,5
419,26509,190,10,1577.09,0
420,42483,658,9,2540.48,0
421,13425,475,3,396.46,0
422,24456,624,10,2293.52,5
423,28763,762,8,550.71,0
424,13950,293,4,1348.52,5
425,12363,582,5,2980.71,15
426,11392,580,2,2862.73,0
427,25125,984,7,1832.3,20
428,40927,596,1,254.86,15
429,925,612,3,2503.27,5
430,109,44,6,2099.14,20
431,15312,832,5,90.8,10
432,3129,996,7,463.83,0
433,8347,728,1,2290.86,10
434,16689,823,8,652.49,0
435,14795,82,2,327.09,5
436,41795,437,3,588.37,5
437,41077,110,7,1746.58,0
438,45276,580,10,2862.73,0
439,33550,146,2,1847.56,0
440,40156,291,7,563.53,0
441,44465,670,7,766.6,0
442,47556,855,3,2716.55,0
443,30138,852,5,1494.56,0
444,21989,851,1,1393.88,0
445,554,190,9,1577.09,0
446,36456,472,8,1705.18,0
447,34161,796,5,1528.72,5
448,5672,328,10,1056.85,10
449,45882,504,4,2638.83,0
450,1700,175,9,540.71,10
451,45447,156,4,741.66,0
452,47165,236,9,1288.19,10
453,10260,927,3,2898.94,15
454,32369,207,3,1380.72,0
455,12812,770,9,1719.91,5
456,19892,587,4,1749.18,0
457,25263,801,6,962.58,0
458,38525,920,3,2079.94,20
459,6862,158,6,753.09,0
460,8389,431,8,578.55,20
461,48674,279,9,1136.69,15
462,12171,818,2,108.4,15
463,43314,505,9,2395.61,0
464,14252,986,9,1042.91,0
465,32353,776,2,856.67,5
466,26919,261,8,1807.11,0
467,18228,43,6,1951.85,5
468,46785,909,8,1422.03,0
469,39506,463,4,1229.15,0
470,17275,664,2,1830.42,0
471,3544,12,6,667.9,0
472,45958,282,4,2673.78,15
473,48674,398,8,262.71,0
474,45731,267,8,2340.38,10
475,36297,342,2,1253.86,20
476,43022,880,7,1430.65,0
477,22902,555,4,1169.9,0
478,4942,723,8,268.01,15
479,20275,503,1,790.7,0
480,12130,447,6,2853.85,20
481,48604,349,3,441.64,0
482,2779,921,10,1011.96,20
483,43985,33,2,189.5,0
484,29420,473,4,102.57,5
485,30243,942,10,832.08,10
486,35566,943,2,543.3,0
487,44764,364,8,2839.43,20
488,5050,859,7,23.9,0
489,3619,858,8,2128.18,0
490,18350,473,10,102.57,0
491,25377,318,8,1219.31,0
492,29395,609,2,2440.28,0
493,28978,943,1,543.3,0
494,30860,368,10,2725.65,10
495,5499,546,1,2624.52,15
496,27933,996,7,463.83,20
497,12406,528,10,1625.43,0
498,11181,336,1,1791.15,10
499,45037,438,4,1804.38,10
500,6971,671,8,2956.98,20
501,23928,715,6,2963.16,0
502,10900,533,3,834.68,5
503,8723,649,6,2955.08,5
504,28317,191,4,2913.95,10
505,240,881,6,1927.21,0
506,14677,880,3,1430.65,10
507,26862,233,1,628.63,0
508,43219,488,10,608.71,20
509,26776,121,6,2573.48,0
510,4391,348,3,2433.14,20
511,3751,494,6,1423.28,10
512,534,834,7,941.83,5
513,24562,282,3,2673.78,0
514,14622,100,10,82.05,20
515,13633,37,6,249.37,10
516,17796,698,1,2285.16,15
517,33074,342,1,1253.86,0
518,6051,477,4,1764.76,0
519,34427,476,7,2497.4,15
520,17633,815,6,2401.6,10
521,48699,879,5,1867.91,15
522,34277,919,6,2171.69,0
523,24345,847,10,1519.74,0
524,18246,316,6,2361.55,10
525,969,908,10,2596.1,0
526,41851,578,8,2522.15,20
527,22996,550,6,91.46,20
528,14297,902,1,1247.91,5
529,22263,20,4,2709.13,0
530,33576,328,6,1056.85,20
531,6827,798,1,1441.31,15
532,42513,154,9,1937.18,10
533,38278,544,4,419.7,5
534,11541,465,6,1612.97,5
535,13131,189,6,997.05,0
536,16206,836,5,2063.88,0
537,37777,645,8,2499.8,20
538,36552,667,2,1213.92,20
539,31455,851,6,1393.88,0
540,1371,262,7,838.12,15
541,6936,174,4,849.15,0
542,292,245,2,793.65,10
543,4,694,1,2419.03,0
544,45269,420,5,1026.8,10
545,13352,709,4,235.93,0
546,32608,843,9,2372.07,0
547,23116,666,1,580.17,0
548,1080,712,5,2495.12,0
549,20598,695,9,1394.06,10
550,6559,516,5,794.23,0
551,40677,200,4,536.7,0
552,8,71,10,2924.37,15
553,20870,825,3,711.62,0
554,2289,513,4,2115.45,5
555,27217,969,3,2243.46,0
556,46682,470,4,818.32,0
557,24954,283,6,1906.32,15
558,35390,139,2,713.23,10
559,31143,529,7,740.35,0
560,45079,978,8,2604.09,10
561,12978,275,5,165.48,0
562,38233,722,4,137.16,10
563,13854,329,3,1326.22,0
564,13449,15,1,233.42,15
565,32706,99,3,1163.48,0
566,36377,753,10,2864.85,15
567,39795,953,9,1231.97,10
568,7745,661,4,1737.99,20
569,48998,585,5,1187.35,20
570,25719,949,9,1644.52,10
571,35003,352,10,980.37,0
572,28617,623,1,226.24,0
573,46868,468,10,1290.21,20
574,45739,134,9,459.34,0
575,43012,164,6,278.56,0
576,201,796,1,1528.72,15
577,49468,632,2,716.55,20
578,2295,892,9,1853.82,0
579,23195,842,5,1868.92,0
580,20741,269,2,2742.27,20
581,11765,561,10,354.53,15
582,24248,788,1,2611.25,15
583,31131,918,7,2900.1,5
584,37026,284,2,2253.17,20
585,45717,125,7,2877.72,0
586,21691,22,7,1469.54,15
587,6030,838,10,457.18,10
588,4409,287,2,2413.0,10
589,16802,768,8,2915.27,10
590,26319,889,2,1352.92,10
591,36602,401,2,1003.28,0
592,17122,907,4,1560.78,20
593,1935,83,8,2125.91,20
594,29239,436,3,2046.55,15
595,49027,397,10,2427.92,5
596,14687,914,3,2429.84,0
597,36866,731,3,1862.96,10
598,40660,197,1,2116.66,0
599,12241,871,4,193.48,15
600,38572,658,8,2540.48,0
601,17763,815,3,2401.6,10
602,29069,903,5,2175.17,0
603,49439,252,10,2327.41,20
604,24685,792,2,112.36,5
605,6983,97,4,2709.54,5
606,17687,112,1,173.44,0
607,33629,773,1,201.15,0
608,39424,613,10,393.08,15
609,36899,485,3,2858.36,0
610,31425,759,10,2908.72,15
611,1072,915,9,1349.12,10
612,6842,120,2,2283.22,5
613,11455,760,3,2674.86,0
614,32905,810,2,243.01,0
615,6178,99,2,1163.48,0
616,44006,678,1,159.7,20
617,14512,572,4,637.54,0
618,15429,793,1,1963.73,20
619,35446,279,8,1136.69,0
620,9579,103,7,761.24,5
621,18961,960,4,2451.13,0
622,26635,751,5,2807.64,15
623,20446,530,3,163.63,0
624,10599,449,9,1215.83,10
625,22863,806,5,2790.5,0
626,18314,918,2,2900.1,20
627,16167,771,8,2637.02,15
628,21690,293,6,1348.52,15
629,44892,217,8,528.09,0
630,106,658,4,2540.48,20
631,32197,870,3,1412.67,15
632,11627,755,8,159.23,0
633,24355,232,8,2916.72,0
634,19859,715,1,2963.16,0
635,41812,277,10,44.16,20
636,568,990,5,688.28,0
637,41835,569,3,2175.19,0
638,45851,178,2,2517.27,0
639,1915,421,1,1748.31,0
640,46985,996,10,463.83,5
641,10568,898,2,2706.06,0
642,11586,102,10,2424.74,15
643,46508,942,1,832.08,0
644,1463,877,2,1704.73,20
645,19335,68,9,1267.24,0
646,22626,710,4,1980.52,5
647,8884,762,1,550.71,0
648,37992,386,8,438.98,0
649,38073,130,3,2020.1,0
650,42544,355,4,1365.48,0
651,1452,75,6,951.76,0
652,35409,585,10,1187.35,20
653,245,536,7,713.06,5
654,35482,313,4,940.88,5
655,15025,375,5,2537.95,5
656,47052,40,3,2457.57,0
657,12771,330,4,1732.38,0
658,33061,255,9,2696.87,5
659,19027,157,2,2949.91,0
660,12632,386,8,438.98,20
661,17222,957,9,186.69,15
662,27601,367,9,24.83,5
663,16513,573,6,165.47,5
664,17521,422,3,2577.65,15
665,24494,830,8,204.97,15
666,37652,589,10,336.94,15
667,31733,423,2,2176.22,20
668,3365,797,10,1003.0,0
669,19303,697,9,1255.13,10
670,30095,534,9,2839.98,20
671,13808,703,1,1789.62,0
672,19516,714,8,822.91,10
673,16226,42,10,231.67,0
674,4922,931,3,2429.11,0
675,36634,771,2,2637.02,0
676,12648,926,8,2413.89,15
677,32581,189,10,997.05,0
678,26626,229,3,801.2,15
679,45470,228,1,2421.92,0
680,42652,1,4,261.16,20
681,5138,884,9,2013.47,10
682,39732,17,8,695.76,15
683,35734,117,3,797.06,0
684,44316,929,3,1148.73,10
685,30510,391,1,1099.02,10
686,18289,890,8,2515.7,0
687,41905,180,4,580.17,0
688,38462,227,4,2125.36,0
689,34034,690,3,1781.34,5
690,23470,254,7,1590.29,0
691,45064,163,7,1515.56,0
692,41803,743,4,1403.64,10
693,29365,351,3,2871.6,0
694,32632,429,7,227.88,20
695,25636,903,2,2175.17,20
696,18972,976,4,2833.28,15
697,631,151,7,1412.39,20
698,31139,48,9,817.93,0
699,45210,732,5,403.89,0
700,26610,980,5,133.81,0
701,9649,754,2,2816.49,20
702,26349,343,3,1570.08,0
703,43774,479,9,250.43,15
704,19007,643,1,2451.3,10
705,7207,21,8,2342.64,20
706,10107,696,1,2540.07,20
707,39499,755,7,159.23,0
708,24221,430,7,2965.3,10
709,35183,465,9,1612.97,20
710,9496,788,6,2611.25,0
711,18031,75,9,951.76,0
712,9950,710,4,1980.52,5
713,38250,620,9,942.96,10
714,9529,242,9,1001.23,15
715,15727,556,3,1429.93,20
716,48117,48,4,817.93,5
717,33568,895,6,1343.74,0
718,44366,488,10,608.71,0
719,39501,18,5,2663.78,5
720,20811,515,5,1519.65,0
721,18352,864,9,2642.75,10
722,15169,864,1,2642.75,0
723,22470,382,1,1684.79,10
724,42076,325,8,1033.34,0
725,41174,535,6,485.68,20
726,46323,733,6,645.22,10
727,15436,845,3,2880.76,0
728,5052,715,1,2963.16,0
729,4943,392,5,948.27,20
730,19555,159,9,2825.63,0
731,34970,198,2,2073.63,0
732,19064,462,7,972.22,15
733,36874,831,4,1213.22,5
734,14335,719,10,1205.81,0
735,47045,812,1,2960.35,10
736,11513,568,5,805.04,15
737,4960,777,2,2196.96,20
738,46158,433,6,174.62,5
739,23891,727,10,1321.82,10
740,36283,539,1,1841.5,0
741,17720,29,10,1618.69,20
742,36606,747,2,38.09,0
743,13149,572,4,637.54,0
744,46234,181,2,2750.65,5
745,2662,860,6,2825.69,0
746,47643,462,10,972.22,20
747,35130,722,2,137.16,15
748,29801,295,2,1829.31,0
749,20644,418,6,1266.62,0
750,7386,926,2,2413.89,0
751,18991,484,8,2778.51,5
752,775,537,1,244.6,0
753,13718,724,5,2292.24,0
754,40004,258,2,672.06,10
755,33058,83,4,2125.91,0
756,28433,868,2,1424.42,20
757,13435,183,3,1252.59,5
758,27296,180,9,580.17,5
759,35920,749,6,384.06,0
760,36962,358,6,2003.88,0
761,32755,678,2,159.7,0
762,6328,995,4,2500.05,20
763,1269,526,9,170.41,10
764,34120,209,6,1800.95,15
765,47986,53,1,2554.82,15
766,25349,362,9,1548.71,0
767,17358,501,6,2042.73,5
768,28583,619,2,486.59,0
769,33342,319,8,1891.65,0
770,5341,478,2,1615.87,5
771,13939,783,7,2323.44,0
772,46539,189,10,997.05,10
773,11587,343,5,1570.08,15
774,46614,62,5,45.86,10
775,3902,667,3,1213.92,0
776,21604,890,4,2515.7,0
777,6872,822,10,2437.61,5
778,4607,55,5,1325.08,0
779,33735,213,10,2687.61,20
780,30450,667,1,1213.92,15
781,4271,634,4,262.02,0
782,12048,932,8,1619.95,20
783,762,678,10,159.7,15
784,12753,240,5,1456.34,20
785,9855,16,7,538.87,0
786,6616,993,3,508.8,0
787,38735,28,3,487.5,0
788,21197,842,9,1868.92,20
789,43754,224,5,777.18,0
790,46540,564,2,2879.09,0
791,26624,836,5,2063.88,0
792,10873,664,3,1830.42,0
793,3749,409,4,2377.91,0
794,26861,962,4,1006.58,20
795,31590,373,5,1691.52,0
796,21961,632,10,716.55,0
797,7625,496,1,2103.03,10
798,18947,375,2,2537.95,0
799,20868,114,10,325.83,20
800,37250,727,2,1321.82,0
801,16982,316,7,2361.55,10
802,13173,545,6,2677.5,0
803,25499,14,7,1492.83,20
804,48131,870,3,1412.67,5
805,27567,932,3,1619.95,0
806,20815,576,1,1456.69,0
807,7362,326,3,1131.13,0
808,33617,112,3,173.44,0
809,19445,758,6,678.73,0
810,37180,729,10,1881.62,5
811,47570,649,2,2955.08,0
812,2016,915,5,1349.12,10
813,17919,104,6,993.74,15
814,41640,919,4,2171.69,15
815,312,16,4,538.87,0
816,32049,427,10,1717.12,20
817,8718,810,10,243.01,0
818,42285,774,5,2048.66,10
819,23905,857,1,1547.7,5
820,37574,334,9,1217.38,20
821,34505,509,10,2395.81,10
822,30825,134,3,459.34,0
823,9689,232,10,2916.72,0
824,40209,838,8,457.18,15
825,34140,53,3,2554.82,0
826,2940,36,4,1612.92,20
827,37088,605,6,464.54,0
828,16450,28,8,487.5,10
829,35018,907,9,1560.78,5
830,48015,552,2,2203.55,15
831,16544,983,2,1544.25,0
832,34210,573,9,165.47,20
833,27553,531,8,1472.67,0
834,13390,598,1,2650.03,0
835,16462,749,3,384.06,5
836,44137,622,8,318.26,0
837,4222,515,4,1519.65,15
838,25876,468,4,1290.21,15
839,30136,125,4,2877.72,10
840,23967,551,3,133.07,20
841,21680,489,7,1566.3,0
842,2643,774,6,2048.66,15
843,35105,537,3,244.6,20
844,4812,207,7,1380.72,0
845,46789,288,2,2910.15,0
846,37193,725,5,1426.37,0
847,36334,523,8,1417.05,0
848,35001,690,9,1781.34,10
849,28243,837,2,2227.09,0
850,19607,800,2,2422.98,0
851,48883,789,6,1220.92,20
852,4007,134,8,459.34,0
853,7164,284,9,2253.17,0
854,24259,66,7,1695.96,15
855,5213,905,5,808.8,20
856,18964,51,1,1038.4,0
857,22355,216,10,2067.3,0
858,5242,475,2,396.46,0
859,12681,26,1,211.95,0
860,11626,617,10,350.38,0
861,38414,179,7,519.63,20
862,12970,982,9,1385.98,10
863,2440,66,8,1695.96,20
864,14158,299,10,1561.7,0
865,33608,129,8,1727.45,0
866,33886,862,4,1146.44,5
867,25275,348,6,2433.14,15
868,9807,932,3,1619.95,0
869,11310,629,6,1191.69,0
870,47273,795,6,1396.94,10
871,42845,51,7,1038.4,10
872,15039,989,7,1106.36,0
873,11392,422,8,2577.65,5
874,31743,985,6,2010.0,0
875,9633,63,10,1991.2,0
876,11087,385,7,2191.3,10
877,7546,286,2,2466.61,10
878,40484,755,3,159.23,20
879,32728,123,9,2390.31,0
880,20746,514,10,221.31,15
881,10483,455,7,2285.52,20
882,34354,209,5,1800.95,10
883,33085,289,10,1680.11,10
884,3790,960,9,2451.13,20
885,17157,896,3,1682.37,0
886,17226,174,1,849.15,20
887,12082,403,10,1355.69,0
888,44992,491,6,683.95,0
889,11738,60,7,2477.95,20
890,25254,2,10,1874.2,20
