ProductID,CategoryID,ProductName,Brand,Price,Cost,Stock
153,7,Samsung Printer 153,Samsung,1962.19,1123.92,318
154,2,Canon Keyboard 154,Canon,1937.18,1000.13,435
155,2,Adidas Gaming Console 155,Adidas,2393.0,1508.57,182
156,5,HP Mouse 156,HP,741.66,446.24,134
157,17,LG Television 157,LG,2949.91,2301.44,335
158,12,Logitech Monitor 158,Logitech,753.09,627.96,467
159,5,Logitech Television 159,Logitech,2825.63,1837.91,16
160,1,Microsoft Laptop 160,Microsoft,2587.87,1327.28,238
161,3,Microsoft Keyboard 161,Microsoft,229.02,173.47,417
162,12,Bose Gaming Console 162,Bose,2476.93,1305.91,307
163,20,Sony Desk 163,Sony,1515.56,1071.58,204
164,3,Adidas Mouse 164,Adidas,278.56,149.21,454
165,7,LG Keyboard 165,LG,2251.65,1478.74,475
166,14,LG Smart Watch 166,LG,247.97,187.36,240
167,3,Nike Camera 167,Nike,1541.97,1183.37,209
168,1,LG Headphones 168,LG,856.38,566.53,298
169,13,Canon Laptop 169,Canon,1651.73,911.0,314
170,12,Microsoft Printer 170,Microsoft,2141.8,1347.41,175
171,12,Canon Keyboard 171,Canon,69.99,50.72,34
172,6,Dell Gaming Console 172,Dell,2110.12,1565.88,1
173,19,Samsung Keyboard 173,Samsung,2119.03,1427.66,465
174,11,Adidas Printer 174,Adidas,849.15,567.58,123
175,14,Sony Laptop 175,Sony,540.71,299.8,129
176,3,Samsung Headphones 176,Samsung,664.52,352.78,198
177,10,Adidas Monitor 177,Adidas,1463.97,963.11,124
178,19,Adidas Gaming Console 178,Adidas,2517.27,1481.83,375
179,11,Dell Keyboard 179,Dell,519.63,342.6,442
180,1,Samsung Smartphone 180,Samsung,580.17,413.08,144
181,6,Logitech Smart Watch 181,Logitech,2750.65,1592.83,258
182,8,Canon Backpack 182,Canon,2518.14,2133.47,275
183,14,Nike Smart Watch 183,Nike,1252.59,1032.12,442
184,10,Sony Backpack 184,Sony,304.63,161.93,104
185,3,Adidas Mouse 185,Adidas,1526.34,863.55,72
186,12,Bose Headphones 186,Bose,602.87,491.49,496
187,11,Adidas Printer 187,Adidas,1612.84,850.75,107
188,18,Adidas Smart Watch 188,Adidas,1106.75,618.37,60
189,20,Samsung Printer 189,Samsung,997.05,804.51,413
190,19,Apple Chair 190,Apple,1577.09,1178.18,346
191,6,Sony Mouse 191,Sony,2913.95,2021.99,192
192,17,Nike Headphones 192,Nike,2521.72,2119.63,56
193,12,Apple Monitor 193,Apple,2278.54,1281.08,275
194,19,Apple Printer 194,Apple,676.61,464.41,488
195,18,HP Laptop 195,HP,2676.76,2055.48,374
196,18,Lenovo Monitor 196,Lenovo,213.79,126.22,197
197,5,Dell Keyboard 197,Dell,2116.66,1785.85,88
198,4,Canon Smart Watch 198,Canon,2073.63,1672.81,294
199,8,Canon Printer 199,Canon,2934.66,2337.3,430
200,4,HP Smart Watch 200,HP,536.7,365.09,79
201,10,Apple Headphones 201,Apple,290.22,153.96,370
202,7,Sony Mouse 202,Sony,763.39,470.49,328
203,7,Samsung Monitor 203,Samsung,2549.95,2124.86,164
204,7,Nike Smart Watch 204,Nike,195.48,118.77,5
205,18,Microsoft Laptop 205,Microsoft,282.09,211.36,457
206,14,Sony Chair 206,Sony,1094.48,757.56,339
207,11,HP Headphones 207,HP,1380.72,1048.65,362
208,10,Adidas Chair 208,Adidas,990.1,802.2,61
209,6,Microsoft Printer 209,Microsoft,1800.95,962.42,208
210,9,Apple Television 210,Apple,1036.9,538.44,157
211,20,Apple Headphones 211,Apple,2753.74,2151.48,11
212,13,Samsung Smartphone 212,Samsung,2946.96,1865.98,315
213,2,Canon Gaming Console 213,Canon,2687.61,2179.29,435
214,17,Bose Tablet 214,Bose,1916.62,1065.67,128
215,4,Dell Camera 215,Dell,1225.4,673.34,422
216,5,Logitech Mouse 216,Logitech,2067.3,1491.53,255
217,13,Microsoft Printer 217,Microsoft,528.09,408.61,427
218,13,Lenovo Television 218,Lenovo,2864.72,1462.92,99
219,16,Samsung Gaming Console 219,Samsung,1727.35,1427.38,44
220,1,Logitech Chair 220,Logitech,1048.88,609.02,338
221,12,Nike Television 221,Nike,1486.98,1139.06,282
222,2,Logitech Laptop 222,Logitech,2116.31,1175.11,15
223,15,Nike Printer 223,Nike,2740.35,1626.58,173
224,5,Dell Smartphone 224,Dell,777.18,440.65,237
225,20,Canon Backpack 225,Canon,1061.95,640.71,95
226,2,Bose Backpack 226,Bose,1006.92,854.42,452
227,1,LG Camera 227,LG,2125.36,1172.34,323
228,1,Dell Laptop 228,Dell,2421.92,1248.19,282
229,6,Lenovo Desk 229,Lenovo,801.2,517.96,183
230,16,Microsoft Gaming Console 230,Microsoft,805.2,671.63,204
231,11,Apple Desk 231,Apple,144.14,101.31,131
232,17,LG Headphones 232,LG,2916.72,2054.97,169
233,9,Logitech Mouse 233,Logitech,628.63,334.95,199
234,12,Nike Camera 234,Nike,1305.62,714.29,263
235,17,LG Backpack 235,LG,1535.8,1042.28,372
236,12,Microsoft Printer 236,Microsoft,1288.19,1087.09,500
237,8,LG Laptop 237,LG,240.73,153.17,490
238,5,Apple Laptop 238,Apple,2657.45,1457.13,302
239,4,Samsung Headphones 239,Samsung,2402.11,1930.93,284
240,9,Nike Chair 240,Nike,1456.34,1028.46,340
241,3,Samsung Camera 241,Samsung,2265.92,1621.02,109
242,7,Adidas Keyboard 242,Adidas,1001.23,766.92,373
243,19,Adidas Monitor 243,Adidas,2396.96,1840.51,373
244,6,Microsoft Smartphone 244,Microsoft,2853.2,1995.35,157
245,4,Sony Laptop 245,Sony,793.65,621.51,374
246,8,Sony Printer 246,Sony,936.72,510.37,122
247,3,Samsung Television 247,Samsung,2872.79,1847.47,110
248,19,LG Gaming Console 248,LG,1007.52,581.71,336
249,16,Bose Camera 249,Bose,43.32,30.1,442
250,17,LG Chair 250,LG,1223.96,880.49,383
251,11,Dell Backpack 251,Dell,1152.39,842.73,303
252,12,Dell Television 252,Dell,2327.41,1928.82,273
253,6,Samsung Backpack 253,Samsung,1586.1,884.51,274
254,4,Samsung Monitor 254,Samsung,1590.29,881.01,191
255,14,Canon Camera 255,Canon,2696.87,1833.83,218
256,10,LG Backpack 256,LG,2050.89,1622.52,248
257,16,Sony Keyboard 257,Sony,1517.1,1082.88,204
258,18,Microsoft Keyboard 258,Microsoft,672.06,565.03,375
259,11,HP Smartphone 259,HP,2496.23,1663.06,75
260,12,Sony Mouse 260,Sony,1915.81,1012.33,244
261,11,Microsoft Gaming Console 261,Microsoft,1807.11,1003.89,257
262,16,Apple Keyboard 262,Apple,838.12,626.9,494
263,3,Logitech Headphones 263,Logitech,2123.15,1277.92,269
264,6,Canon Desk 264,Canon,1297.06,795.27,61
265,4,Sony Keyboard 265,Sony,2373.93,1701.13,217
266,8,Apple Mouse 266,Apple,819.3,526.15,403
267,12,Microsoft Smartphone 267,Microsoft,2340.38,1527.19,454
268,13,Canon Backpack 268,Canon,1332.99,945.89,121
269,1,Sony Monitor 269,Sony,2742.27,1418.95,489
270,17,Bose Headphones 270,Bose,2458.17,1281.59,56
271,7,Microsoft Mouse 271,Microsoft,2514.63,1332.88,377
272,16,Dell Keyboard 272,Dell,1963.58,1088.47,472
273,5,HP Gaming Console 273,HP,1582.49,1211.81,405
274,10,LG Headphones 274,LG,2321.43,1648.38,245
275,18,LG Keyboard 275,LG,165.48,119.14,392
276,2,Samsung Camera 276,Samsung,2865.65,2239.68,447
277,9,Adidas Keyboard 277,Adidas,44.16,25.23,465
278,1,Nike Monitor 278,Nike,234.53,187.39,445
279,8,Canon Headphones 279,Canon,1136.69,918.9,204
280,16,LG Keyboard 280,LG,330.89,205.51,133
281,1,Samsung Headphones 281,Samsung,1048.25,739.04,456
282,20,Canon Backpack 282,Canon,2673.78,1790.35,136
283,13,Logitech Laptop 283,Logitech,1906.32,1045.09,69
284,11,Bose Desk 284,Bose,2253.17,1438.15,356
285,10,Dell Gaming Console 285,Dell,1879.67,981.26,306
286,17,Logitech Gaming Console 286,Logitech,2466.61,1534.62,227
287,5,Apple Tablet 287,Apple,2413.0,1514.28,21
288,12,Logitech Chair 288,Logitech,2910.15,2191.14,435
289,7,Nike Smart Watch 289,Nike,1680.11,1346.29,344
290,11,Dell Backpack 290,Dell,2626.76,1818.13,45
291,13,Sony Printer 291,Sony,563.53,333.01,482
292,13,LG Gaming Console 292,LG,1443.52,980.44,147
293,1,Nike Laptop 293,Nike,1348.52,961.94,426
294,11,Microsoft Gaming Console 294,Microsoft,264.91,204.89,288
295,4,Sony Mouse 295,Sony,1829.31,956.06,247
296,3,Apple Keyboard 296,Apple,476.47,351.23,141
297,10,Apple Television 297,Apple,1819.97,1015.22,105
298,14,Bose Camera 298,Bose,2754.61,1974.97,91
299,8,Nike Printer 299,Nike,1561.7,1132.91,339
300,9,Sony Chair 300,Sony,1331.12,867.93,194
301,19,Lenovo Mouse 301,Lenovo,2695.71,1802.06,185
302,20,Lenovo Television 302,Lenovo,804.71,625.93,107
303,8,Nike Television 303,Nike,2952.29,1922.44,241
304,4,Dell Tablet 304,Dell,1022.13,657.93,288
305,1,Samsung Desk 305,Samsung,2493.6,1478.63,313
306,16,Apple Keyboard 306,Apple,1226.65,1020.95,123
307,12,Samsung Smartphone 307,Samsung,647.32,458.18,238
308,2,Nike Keyboard 308,Nike,347.17,288.99,329
309,15,HP Keyboard 309,HP,2579.25,1981.57,314
310,3,Nike Camera 310,Nike,2459.57,1797.31,355
311,5,Sony Camera 311,Sony,535.39,444.32,239
312,13,Canon Television 312,Canon,778.6,450.14,138
313,16,Logitech Backpack 313,Logitech,940.88,600.03,168
314,12,HP Tablet 314,HP,1413.43,1013.22,160
315,5,Samsung Camera 315,Samsung,1618.49,1356.87,178
316,19,Microsoft Gaming Console 316,Microsoft,2361.55,1872.32,248
317,10,Logitech Smartphone 317,Logitech,2501.94,1568.08,256
318,14,Adidas Backpack 318,Adidas,1219.31,675.97,459
319,9,Dell Headphones 319,Dell,1891.65,1023.66,99
320,8,Lenovo Television 320,Lenovo,655.95,496.96,402
321,15,LG Keyboard 321,LG,25.61,12.97,52
322,19,Lenovo Smartphone 322,Lenovo,2991.33,1961.13,366
323,16,Canon Chair 323,Canon,2014.93,1352.42,414
324,8,Sony Gaming Console 324,Sony,2923.1,1588.91,178
325,19,Nike Monitor 325,Nike,1033.34,531.77,364
326,10,Nike Smartphone 326,Nike,1131.13,869.05,18
327,1,Apple Laptop 327,Apple,589.07,464.56,51
328,15,Samsung Desk 328,Samsung,1056.85,779.14,337
329,4,Microsoft Smart Watch 329,Microsoft,1326.22,679.48,196
330,9,Microsoft Gaming Console 330,Microsoft,1732.38,1162.61,221
331,6,LG Smartphone 331,LG,2833.59,1726.82,348
332,5,Bose Chair 332,Bose,347.33,270.69,296
333,8,LG Printer 333,LG,2000.46,1539.81,472
334,15,LG Chair 334,LG,1217.38,715.21,101
335,16,Sony Chair 335,Sony,2999.57,1886.14,344
336,17,Dell Smart Watch 336,Dell,1791.15,924.08,29
337,5,HP Smartphone 337,HP,1611.26,926.54,398
338,8,Microsoft Monitor 338,Microsoft,2406.52,1894.16,385
339,1,Lenovo Smart Watch 339,Lenovo,241.74,136.91,309
340,6,LG Monitor 340,LG,1487.65,905.11,314
341,13,Canon Smart Watch 341,Canon,2556.18,2103.76,160
342,19,Canon Smartphone 342,Canon,1253.86,964.24,452
343,9,Logitech Chair 343,Logitech,1570.08,797.32,360
344,1,HP Gaming Console 344,HP,1999.3,1639.35,344
345,12,Dell Camera 345,Dell,2327.05,1519.41,186
346,13,Sony Desk 346,Sony,2476.6,1683.55,498
347,6,Canon Backpack 347,Canon,2846.78,2090.35,121
348,16,Bose Chair 348,Bose,2433.14,2022.16,362
349,3,LG Camera 349,LG,441.64,299.12,390
350,14,Logitech Tablet 350,Logitech,2818.14,1511.34,414
351,5,Lenovo Smartphone 351,Lenovo,2871.6,2236.6,85
352,6,Apple Smartphone 352,Apple,980.37,544.77,193
353,19,Dell Chair 353,Dell,1477.91,1071.0,290
354,11,Bose Chair 354,Bose,2433.84,1953.89,201
355,11,LG Keyboard 355,LG,1365.48,808.96,322
356,12,Sony Desk 356,Sony,2106.2,1186.43,351
357,9,Bose Smartphone 357,Bose,873.5,460.11,266
358,18,Apple Mouse 358,Apple,2003.88,1538.14,356
359,7,Logitech Laptop 359,Logitech,1158.5,761.77,261
360,11,Logitech Television 360,Logitech,450.27,257.61,422
361,18,Canon Desk 361,Canon,318.8,225.58,227
362,14,Lenovo Chair 362,Lenovo,1548.71,1197.33,274
363,16,Dell Tablet 363,Dell,2818.52,1665.91,343
364,1,HP Monitor 364,HP,2839.43,1679.13,267
365,8,Apple Smartphone 365,Apple,984.46,828.1,460
366,6,Samsung Headphones 366,Samsung,1339.89,923.98,466
367,7,Lenovo Headphones 367,Lenovo,24.83,16.6,398
368,15,LG Laptop 368,LG,2725.65,1406.91,293
369,16,Nike Chair 369,Nike,1317.76,1106.87,121
370,13,LG Smart Watch 370,LG,450.26,320.27,1
371,16,Apple Tablet 371,Apple,2073.35,1084.34,213
372,16,Adidas Desk 372,Adidas,458.9,274.73,268
373,13,LG Camera 373,LG,1691.52,1234.59,52
374,19,Dell Television 374,Dell,682.66,395.37,423
375,13,Lenovo Headphones 375,Lenovo,2537.95,1850.21,407
376,20,Apple Printer 376,Apple,1299.61,785.59,301
377,13,HP Chair 377,HP,130.27,97.87,350
378,20,Bose Keyboard 378,Bose,2051.56,1303.59,466
379,19,Nike Chair 379,Nike,118.91,82.95,363
380,1,Apple Television 380,Apple,703.81,384.1,416
381,20,Canon Smartphone 381,Canon,1362.87,706.75,282
382,12,Dell Camera 382,Dell,1684.79,901.27,203
383,19,Dell Keyboard 383,Dell,1185.95,989.16,236
384,4,HP Printer 384,HP,2882.96,2372.09,34
385,13,LG Tablet 385,LG,2191.3,1694.61,174
386,1,Bose Gaming Console 386,Bose,438.98,236.86,292
387,1,Lenovo Chair 387,Lenovo,1660.2,1126.47,187
388,17,HP Printer 388,HP,51.18,41.08,475
389,7,Adidas Chair 389,Adidas,2322.65,1460.53,118
390,10,Samsung Smartphone 390,Samsung,592.53,470.3,327
391,14,Apple Mouse 391,Apple,1099.02,641.56,411
392,16,HP Printer 392,HP,948.27,778.91,193
393,12,Lenovo Smartphone 393,Lenovo,383.91,309.67,376
394,2,Adidas Backpack 394,Adidas,2723.89,2091.42,77
395,8,Logitech Camera 395,Logitech,584.41,409.07,188
396,19,HP Backpack 396,HP,2125.47,1483.99,6
397,11,Nike Smartphone 397,Nike,2427.92,1946.74,232
398,16,Samsung Monitor 398,Samsung,262.71,176.04,13
399,12,Microsoft Backpack 399,Microsoft,1244.2,818.89,29
400,10,LG Gaming Console 400,LG,239.67,141.11,477
401,1,Bose Camera 401,Bose,1003.28,839.86,129
402,8,HP Mouse 402,HP,2287.08,1648.8,302
403,8,Adidas Chair 403,Adidas,1355.69,942.9,59
404,15,Logitech Desk 404,Logitech,2296.61,1472.81,237
405,14,Lenovo Monitor 405,Lenovo,2575.97,1296.45,143
406,11,Microsoft Backpack 406,Microsoft,2826.39,2062.19,365
407,15,Apple Desk 407,Apple,2035.44,1493.82,119
408,16,Lenovo Tablet 408,Lenovo,2285.71,1178.54,115
409,19,Nike Gaming Console 409,Nike,2377.91,1811.84,369
410,11,Sony Keyboard 410,Sony,2738.98,2312.44,458
411,4,Adidas Backpack 411,Adidas,2342.86,1419.23,143
412,2,Bose Gaming Console 412,Bose,1768.21,1317.88,224
413,7,Samsung Headphones 413,Samsung,2534.22,1747.32,176
414,11,Microsoft Smart Watch 414,Microsoft,2538.47,1413.34,26
415,19,Lenovo Gaming Console 415,Lenovo,2675.18,1674.55,296
416,16,Nike Laptop 416,Nike,1252.4,677.65,55
417,19,Lenovo Mouse 417,Lenovo,1428.52,867.59,230
418,12,Bose Printer 418,Bose,1266.62,837.83,262
419,15,Lenovo Monitor 419,Lenovo,472.07,300.04,295
420,17,Bose Laptop 420,Bose,1026.8,852.39,348
421,7,LG Television 421,LG,1748.31,1246.72,132
422,17,LG Desk 422,LG,2577.65,1957.92,5
423,13,Logitech Backpack 423,Logitech,2176.22,1643.31,93
424,14,Bose Headphones 424,Bose,221.68,151.14,476
425,18,Nike Smart Watch 425,Nike,1439.55,1034.57,441
426,15,Logitech Chair 426,Logitech,1328.32,838.31,20
427,7,LG Tablet 427,LG,1717.12,1395.29,208
428,8,Bose Gaming Console 428,Bose,1501.07,1060.12,450
429,15,Bose Smart Watch 429,Bose,227.88,176.58,28
430,8,LG Printer 430,LG,2965.3,1610.52,283
431,6,Logitech Camera 431,Logitech,578.55,449.85,208
432,6,Bose Television 432,Bose,876.51,488.56,98
433,8,HP Printer 433,HP,174.62,96.06,315
434,9,Canon Desk 434,Canon,854.17,433.83,205
435,1,Lenovo Printer 435,Lenovo,2506.87,2088.67,193
436,8,Logitech Mouse 436,Logitech,2046.55,1024.93,313
437,5,Sony Headphones 437,Sony,588.37,384.31,450
438,5,HP Mouse 438,HP,1804.38,959.25,258
439,16,Lenovo Headphones 439,Lenovo,2151.9,1112.52,402
440,9,Adidas Keyboard 440,Adidas,1602.57,1265.73,172
441,16,Microsoft Smartphone 441,Microsoft,2344.02,1451.48,54
442,17,Lenovo Mouse 442,Lenovo,2354.24,1388.0,185
443,5,LG Smart Watch 443,LG,1597.63,802.43,126
444,10,Nike Laptop 444,Nike,2912.46,1828.46,409
445,18,Logitech Camera 445,Logitech,2581.73,2150.37,281
446,15,HP Laptop 446,HP,1642.18,836.85,92
447,19,Apple Backpack 447,Apple,2853.85,1595.51,127
448,16,Sony Gaming Console 448,Sony,121.86,99.29,318
449,18,Bose Printer 449,Bose,1215.83,784.39,106
450,19,Adidas Printer 450,Adidas,1992.26,1372.63,241
451,16,Bose Monitor 451,Bose,495.25,401.12,254
452,3,Sony Printer 452,Sony,769.76,427.31,158
453,14,Logitech Backpack 453,Logitech,537.57,422.58,242
454,19,HP Laptop 454,HP,1189.06,719.55,218
455,7,Nike Laptop 455,Nike,2285.52,1576.24,259
456,1,Adidas Tablet 456,Adidas,77.77,41.02,21
457,16,Dell Laptop 457,Dell,950.41,702.99,76
458,6,Canon Smartphone 458,Canon,2197.26,1603.19,1
459,16,LG Smartphone 459,LG,1095.34,688.2,139
460,9,Canon Desk 460,Canon,1598.89,1146.13,337
461,3,Dell Headphones 461,Dell,185.55,150.45,207
462,15,Sony Smartphone 462,Sony,972.22,737.82,399
463,6,Lenovo Keyboard 463,Lenovo,1229.15,907.35,229
464,6,Samsung Headphones 464,Samsung,2479.21,1439.02,369
465,16,Adidas Gaming Console 465,Adidas,1612.97,1239.49,149
466,7,Nike Camera 466,Nike,620.96,434.98,190
